,delay
0,0.6829428672790527
1,0.3017847537994385
2,0.48968505859375
3,0.6659517288208008
4,0.8427972793579102
5,0.06159377098083496
6,0.24758124351501465
7,0.4377017021179199
8,0.616335391998291
9,0.7958149909973145
10,0.022342443466186523
11,0.19521474838256836
12,0.3748137950897217
13,0.5552272796630859
14,0.73822021484375
15,0.9188594818115234
16,0.12262964248657227
17,0.29371213912963867
18,0.4748668670654297
19,0.6522974967956543
20,0.839235782623291
21,0.028539657592773438
22,0.2045128345489502
23,0.3808166980743408
24,0.5630016326904297
25,0.7425060272216797
26,0.9220495223999023
27,0.10412049293518066
28,0.27787065505981445
29,0.451657772064209
30,0.6290936470031738
31,0.8084888458251953
32,0.9899883270263672
33,0.16254878044128418
34,0.38471293449401855
35,0.5785374641418457
36,0.753943920135498
37,0.9431154727935791
38,0.11921930313110352
39,0.3201634883880615
40,0.507267951965332
41,0.6871786117553711
42,0.87257981300354
43,0.05066847801208496
44,0.22843503952026367
45,0.4071657657623291
46,0.5872023105621338
47,0.7580549716949463
48,0.9324057102203369
49,0.11487674713134766
50,0.32106471061706543
51,0.49828243255615234
52,0.6803922653198242
53,0.8646917343139648
54,0.042169809341430664
55,0.2171766757965088
56,0.40181589126586914
57,0.5775043964385986
58,0.7549998760223389
59,0.9315335750579834
60,0.10908746719360352
61,0.37475061416625977
62,0.5547864437103271
63,0.7276310920715332
64,0.9069223403930664
65,0.08683657646179199
66,0.2650914192199707
67,0.44318628311157227
68,0.6957049369812012
69,0.8730177879333496
70,0.052483558654785156
71,0.23033833503723145
72,0.43712496757507324
73,0.6111619472503662
74,0.7869253158569336
75,0.9604215621948242
76,0.14100265502929688
77,0.3272860050201416
78,0.5153319835662842
79,0.6981897354125977
80,0.8816728591918945
81,0.057462215423583984
82,0.23450422286987305
83,0.43103647232055664
84,0.6120240688323975
85,0.7992739677429199
86,0.9783754348754883
87,0.16703224182128906
88,0.38953566551208496
89,0.5666749477386475
90,0.7509336471557617
91,0.933387041091919
92,0.1116034984588623
93,0.2903420925140381
94,0.5177438259124756
95,0.7002646923065186
96,0.8846940994262695
97,0.06850671768188477
98,0.2430553436279297
99,0.4249889850616455
100,0.600982666015625
101,0.7791249752044678
102,0.9627325534820557
103,0.143568754196167
104,0.32048606872558594
105,0.5007753372192383
106,0.6750104427337646
107,0.8536427021026611
108,0.03746843338012695
109,0.2179579734802246
110,0.3894815444946289
111,0.5709161758422852
112,0.7493431568145752
113,0.9385967254638672
114,0.12349581718444824
115,0.3309805393218994
