,delay
0,10.160632133483887
1,0.21021199226379395
2,0.18914270401000977
3,0.24320387840270996
4,0.26616883277893066
5,0.24045491218566895
6,0.21191143989562988
7,0.23141074180603027
8,0.16426753997802734
9,0.3045518398284912
10,0.3637368679046631
11,0.20637845993041992
12,0.18741679191589355
13,0.19043970108032227
14,0.27114439010620117
15,0.17122864723205566
16,0.16143465042114258
17,0.1864163875579834
18,0.19119572639465332
19,0.2317957878112793
20,0.16590166091918945
21,0.22651195526123047
22,0.1953563690185547
23,0.18397021293640137
24,0.17508959770202637
25,0.19538617134094238
26,0.19847750663757324
27,0.27686381340026855
28,0.21127676963806152
29,0.15187525749206543
30,0.30292201042175293
31,0.24442601203918457
32,0.16907262802124023
33,0.24309778213500977
34,0.19802427291870117
35,0.18431758880615234
36,0.1684436798095703
37,0.2227170467376709
38,0.2171790599822998
39,0.2122642993927002
40,0.24335002899169922
41,0.23012781143188477
42,0.19404053688049316
43,0.17534637451171875
44,0.24004316329956055
45,0.19328856468200684
46,0.2578728199005127
47,0.1834115982055664
48,0.19048714637756348
49,0.21125125885009766
50,0.16721224784851074
51,0.25565052032470703
52,0.2363755702972412
53,0.19489598274230957
54,0.1970663070678711
55,0.14288091659545898
56,0.24624300003051758
57,0.19044113159179688
58,0.1913754940032959
59,0.36490869522094727
60,0.22774243354797363
61,0.21749138832092285
62,0.18096637725830078
63,0.1976315975189209
64,0.1389017105102539
65,0.14656949043273926
66,0.19657659530639648
67,0.22070956230163574
68,0.10977888107299805
69,0.15327858924865723
70,0.24294090270996094
71,0.18164920806884766
72,0.2275986671447754
73,0.2633945941925049
74,0.19480037689208984
75,0.15601706504821777
76,0.15745258331298828
77,0.25296616554260254
78,0.41285157203674316
79,0.1668691635131836
80,0.21530485153198242
81,0.12490725517272949
82,0.1648111343383789
83,0.1659698486328125
84,0.16257882118225098
85,0.20728778839111328
86,0.18335747718811035
87,0.16944098472595215
88,0.16105008125305176
89,0.16377878189086914
90,0.2017512321472168
91,0.1700901985168457
92,0.15285134315490723
93,0.15454554557800293
94,0.16427993774414062
95,0.16604375839233398
96,0.18628263473510742
97,0.2021167278289795
98,0.20480608940124512
99,0.18989253044128418
100,0.19366049766540527
101,0.17544817924499512
102,0.2138509750366211
103,0.15314078330993652
104,0.21425199508666992
105,0.21856307983398438
106,0.20003771781921387
107,0.17663979530334473
108,0.26902246475219727
109,0.20756173133850098
110,0.20094966888427734
111,0.3778541088104248
112,0.1965789794921875
113,0.14511561393737793
114,0.1944580078125
115,0.15987801551818848
116,0.1683793067932129
117,0.16375446319580078
118,0.1625196933746338
119,0.15440845489501953
120,0.17994952201843262
121,0.14702272415161133
122,0.15587306022644043
123,0.18836474418640137
124,0.3443441390991211
125,0.35528087615966797
126,0.10976886749267578
127,0.21124792098999023
128,0.3719916343688965
129,0.19005966186523438
130,0.19301366806030273
131,0.1649792194366455
132,0.20037531852722168
133,0.2035069465637207
134,0.2721710205078125
135,0.33240199089050293
136,0.20090770721435547
137,0.20313334465026855
138,0.11123061180114746
139,0.12255573272705078
140,0.10743832588195801
141,0.12231588363647461
142,0.11041426658630371
143,0.11692333221435547
144,0.1092066764831543
145,0.11561036109924316
146,0.1086428165435791
147,0.11039924621582031
148,0.10496401786804199
149,0.11040425300598145
150,0.11136484146118164
151,0.11336612701416016
152,0.1359107494354248
153,0.11528658866882324
154,0.12387776374816895
155,0.11367940902709961
156,0.10534310340881348
157,0.1151130199432373
158,0.1120142936706543
159,0.11718392372131348
160,0.10709142684936523
161,0.12462306022644043
162,0.10620236396789551
163,0.11640763282775879
164,0.10987710952758789
165,0.11331415176391602
166,0.11171841621398926
167,0.11148619651794434
168,0.11610150337219238
169,0.11284446716308594
170,0.1187279224395752
171,0.11409711837768555
172,0.11441779136657715
173,0.11070084571838379
174,0.11243438720703125
175,0.10763311386108398
176,0.11087155342102051
177,0.11038661003112793
178,0.11165881156921387
179,0.1056976318359375
180,0.3251974582672119
181,0.3416306972503662
182,0.12035202980041504
183,0.19132637977600098
184,0.10637784004211426
185,0.10332798957824707
186,0.12270045280456543
187,0.11593794822692871
188,0.10637402534484863
189,0.13928914070129395
190,0.12476944923400879
191,0.10808682441711426
192,0.11011695861816406
193,0.11265873908996582
194,0.11912035942077637
195,0.10615348815917969
196,0.10869598388671875
197,0.12095785140991211
198,0.1202993392944336
199,0.11212944984436035
200,0.11465072631835938
201,0.13157033920288086
202,0.11740779876708984
203,0.11408352851867676
204,0.10943365097045898
205,0.12092161178588867
206,0.10440325736999512
207,0.11216473579406738
208,0.10730767250061035
209,0.11082649230957031
210,0.11681389808654785
211,0.11657953262329102
212,0.11075401306152344
213,0.11137747764587402
214,0.10586929321289062
215,0.12267732620239258
216,0.1089177131652832
217,0.11426234245300293
218,0.13373661041259766
219,0.11587071418762207
220,0.1070854663848877
221,0.1323378086090088
222,0.12433362007141113
223,0.11772727966308594
224,0.11165499687194824
225,0.11500740051269531
226,0.33523130416870117
227,0.11526679992675781
228,0.1161198616027832
229,0.14578866958618164
230,0.11940407752990723
231,0.10483074188232422
232,0.11920738220214844
233,0.13109469413757324
234,0.10463809967041016
235,0.1161956787109375
236,0.1953144073486328
237,0.10438895225524902
238,0.12319207191467285
239,0.10744214057922363
240,0.1314089298248291
241,0.11550617218017578
242,0.12231636047363281
243,0.13002276420593262
244,0.11838293075561523
245,0.10731649398803711
246,0.11929202079772949
247,0.1091604232788086
248,0.11127281188964844
249,0.13342785835266113
250,0.10429263114929199
251,0.12161493301391602
252,0.12070655822753906
253,0.11050629615783691
254,0.11731529235839844
255,0.12410330772399902
256,0.10557174682617188
257,0.11063933372497559
258,0.11837458610534668
259,0.11704874038696289
260,0.134765625
261,0.11513328552246094
262,0.1119835376739502
263,0.1107931137084961
264,0.10892915725708008
265,0.11011266708374023
266,0.1325228214263916
267,0.1260824203491211
268,0.12580561637878418
269,0.1382884979248047
270,0.10964775085449219
271,0.11884570121765137
272,0.12346863746643066
273,0.12857532501220703
274,0.157928466796875
275,0.3719205856323242
276,0.11543011665344238
277,0.10799360275268555
278,0.12247395515441895
279,0.10665678977966309
280,0.18528151512145996
281,0.17320823669433594
282,0.15162420272827148
283,0.17161035537719727
284,0.11347651481628418
285,0.111480712890625
286,0.1193230152130127
287,0.11500978469848633
288,0.13585591316223145
289,0.15897607803344727
290,0.15370845794677734
291,0.2219223976135254
292,0.11218142509460449
293,0.11033010482788086
294,0.21280884742736816
295,0.11008071899414062
296,0.10946083068847656
297,0.11329221725463867
298,0.11825847625732422
299,0.10516619682312012
300,0.11711668968200684
301,0.11848568916320801
302,0.11054754257202148
303,0.11988353729248047
304,0.13390469551086426
305,0.10877227783203125
306,0.10842347145080566
307,0.1060643196105957
308,0.11410903930664062
309,0.11221551895141602
310,0.11717462539672852
311,0.10935640335083008
312,0.10898041725158691
313,0.13014793395996094
314,0.10679864883422852
315,0.11541438102722168
316,0.1157224178314209
317,0.11045455932617188
318,0.11243128776550293
319,0.11534833908081055
320,0.10611939430236816
321,0.11613249778747559
322,0.10863876342773438
323,0.11102485656738281
324,0.10770845413208008
325,0.13755345344543457
326,0.11330342292785645
327,0.1101374626159668
328,0.11937427520751953
329,0.1086733341217041
330,0.11655807495117188
331,0.11166143417358398
332,0.11316370964050293
333,0.11763763427734375
334,0.11318182945251465
335,0.11008238792419434
336,0.1171731948852539
337,0.10587620735168457
338,0.10976982116699219
339,0.11307263374328613
340,0.11331629753112793
341,0.11667513847351074
342,0.1095578670501709
343,0.10577988624572754
344,0.11328577995300293
345,0.17793059349060059
346,0.11363625526428223
347,0.11079025268554688
348,0.15996885299682617
349,0.11023449897766113
350,0.13023591041564941
351,0.12792539596557617
352,0.1938464641571045
353,0.10666751861572266
354,0.1086740493774414
355,0.14249610900878906
356,0.11580395698547363
357,0.10627508163452148
358,0.11338925361633301
359,0.1169748306274414
360,0.11708235740661621
361,0.12250685691833496
362,0.11968016624450684
363,0.13043212890625
364,0.1119852066040039
365,0.11659598350524902
366,0.11518478393554688
367,0.11396217346191406
368,0.12327098846435547
369,0.33130502700805664
370,0.22035717964172363
371,0.25709104537963867
372,0.13992786407470703
373,0.18824148178100586
374,0.24041008949279785
375,0.15931034088134766
376,0.22850251197814941
377,0.16962337493896484
378,0.5950236320495605
379,0.22420763969421387
380,0.19087624549865723
381,0.20618200302124023
382,0.1948685646057129
383,0.1860349178314209
384,0.2417454719543457
385,0.11312532424926758
386,0.10836148262023926
387,0.11218810081481934
388,0.10737013816833496
389,0.10878992080688477
390,0.1189568042755127
391,0.11555337905883789
392,0.10425877571105957
393,0.11541628837585449
394,0.11476540565490723
395,0.1181330680847168
396,0.11799788475036621
397,0.11232233047485352
398,0.10807061195373535
399,0.33907604217529297
400,0.11896109580993652
401,0.11761164665222168
402,0.11153054237365723
403,0.10495901107788086
404,0.1099860668182373
405,0.203812837600708
406,0.10611510276794434
407,0.11262965202331543
408,0.13115143775939941
409,0.12426280975341797
410,0.13838505744934082
411,0.11034774780273438
412,0.10196757316589355
413,0.11418724060058594
414,0.10849976539611816
415,0.1145181655883789
416,0.10959959030151367
417,0.12140607833862305
418,0.10647058486938477
419,0.1112203598022461
420,0.10477280616760254
421,0.1145484447479248
422,0.11499452590942383
423,0.10322165489196777
424,0.1248929500579834
425,0.10474371910095215
426,0.1095881462097168
427,0.1161806583404541
