,delay
0,0.9511375427246094
1,0.771498441696167
2,1.0491011142730713
3,0.16414737701416016
4,0.2783637046813965
5,0.39760923385620117
6,0.5135965347290039
7,0.6258962154388428
8,0.7565445899963379
9,0.8652191162109375
10,1.0346834659576416
11,0.14866018295288086
12,0.2587013244628906
13,0.3742051124572754
14,0.4854600429534912
15,0.5958735942840576
16,0.7151188850402832
17,0.8305566310882568
18,0.9407861232757568
19,0.05176711082458496
20,0.1610262393951416
21,0.2670576572418213
22,0.38799619674682617
23,0.5063278675079346
24,0.626366138458252
25,0.7385332584381104
26,0.8535802364349365
27,0.964752197265625
28,0.12003660202026367
29,0.2274792194366455
30,0.33483171463012695
31,0.45507168769836426
32,0.5678255558013916
33,0.6913704872131348
34,0.8061385154724121
35,0.9176743030548096
36,1.0332305431365967
37,0.1456460952758789
38,0.2589602470397949
39,0.3703148365020752
40,0.4906613826751709
41,0.6104893684387207
42,0.7226071357727051
43,0.8628361225128174
44,0.9729666709899902
45,0.08177733421325684
46,0.19421076774597168
47,0.3053867816925049
48,0.4135403633117676
49,0.5274276733398438
50,0.6373589038848877
51,0.7523596286773682
52,0.8615121841430664
53,0.9824612140655518
54,0.09131503105163574
55,0.20113587379455566
56,0.31068968772888184
57,0.42142653465270996
58,0.5360569953918457
59,0.655327320098877
60,0.7610893249511719
61,0.8783724308013916
62,0.9938933849334717
63,0.10947704315185547
64,0.2192525863647461
65,0.3275434970855713
66,0.4322478771209717
67,0.5442137718200684
68,0.7279086112976074
69,0.8350462913513184
70,0.9407734870910645
71,0.0902411937713623
72,0.20099711418151855
73,0.3053607940673828
74,0.419262170791626
75,0.5374870300292969
76,0.6489219665527344
77,0.7542221546173096
78,0.8753213882446289
79,0.9996123313903809
80,0.10851001739501953
81,0.22763872146606445
82,0.33597278594970703
83,0.4438955783843994
84,0.5482745170593262
85,0.6535542011260986
86,0.7626609802246094
87,0.8774287700653076
88,0.9887208938598633
89,0.09341168403625488
90,0.20451593399047852
91,0.31734609603881836
92,0.42583727836608887
93,0.5380499362945557
94,0.6505513191223145
95,0.7582783699035645
96,0.8667917251586914
