,delay
0,13.488620519638062
1,0.2964658737182617
2,0.24947190284729004
3,0.31481027603149414
4,0.26595497131347656
5,0.2428910732269287
6,0.2830827236175537
7,0.22912168502807617
8,0.30397534370422363
9,0.334244966506958
10,0.3847982883453369
11,0.22878313064575195
12,0.27068662643432617
13,0.27326512336730957
14,0.20556211471557617
15,0.18151450157165527
16,0.3296937942504883
17,0.357999324798584
18,0.3004188537597656
19,0.25522327423095703
20,0.25256943702697754
21,0.41089963912963867
22,0.4741652011871338
23,0.28446483612060547
24,0.2185823917388916
25,0.29555296897888184
26,0.25668954849243164
27,0.2676360607147217
28,0.276503324508667
29,0.23929667472839355
30,0.28075385093688965
31,0.34636473655700684
32,0.26691532135009766
33,0.2344198226928711
34,0.21031975746154785
35,0.26315760612487793
36,0.3092663288116455
37,0.3746969699859619
38,0.22048664093017578
39,0.24631977081298828
40,0.4758448600769043
41,0.3000376224517822
42,0.2216625213623047
43,0.3105790615081787
44,0.3012268543243408
45,0.2554612159729004
46,0.26084160804748535
47,0.22692584991455078
48,0.2553555965423584
49,0.3073101043701172
50,0.17862200736999512
51,0.49690961837768555
52,0.3003556728363037
53,0.276763916015625
54,0.27692365646362305
55,0.1851353645324707
56,0.1944265365600586
57,0.3313755989074707
58,0.2751176357269287
59,0.22327208518981934
60,0.26814913749694824
61,0.2482147216796875
62,0.21648025512695312
63,0.28479647636413574
64,0.3296380043029785
65,0.27459096908569336
66,0.16620230674743652
67,0.2621424198150635
68,0.14719867706298828
69,0.23804640769958496
70,0.2192375659942627
71,0.2519371509552002
72,0.26461100578308105
73,0.23177385330200195
74,0.23930907249450684
75,0.20978260040283203
76,0.24863648414611816
77,0.2634594440460205
78,0.20210552215576172
79,0.22684240341186523
80,0.2575697898864746
81,0.27394556999206543
82,0.30234241485595703
83,0.27602577209472656
84,0.22515010833740234
85,0.1448657512664795
86,0.30358386039733887
87,0.25333380699157715
88,0.29137110710144043
89,0.27327871322631836
90,0.16100120544433594
91,0.3450164794921875
92,0.29357361793518066
93,0.25423240661621094
94,0.2691061496734619
95,0.2191636562347412
96,0.2254796028137207
97,0.33873605728149414
98,0.3449993133544922
99,0.3143279552459717
100,0.30590105056762695
101,0.2765462398529053
102,0.25023913383483887
103,0.2264249324798584
104,0.22337126731872559
105,0.36467814445495605
106,0.21146678924560547
107,0.24678397178649902
108,0.27465343475341797
109,0.3393874168395996
110,0.31108880043029785
111,0.28256893157958984
112,0.34824562072753906
113,0.2923882007598877
114,0.2842831611633301
115,0.3170902729034424
116,0.2829756736755371
117,0.2777435779571533
118,0.26018738746643066
119,0.258192777633667
120,0.28342485427856445
121,0.2120828628540039
122,0.2783336639404297
123,0.24828672409057617
124,0.3081231117248535
125,0.2519190311431885
126,0.1456279754638672
127,0.29102230072021484
128,0.29917383193969727
129,0.23504281044006348
