,delay
0,3.369138717651367
1,1.2074291706085205
2,0.3296070098876953
3,0.4336683750152588
4,0.5413119792938232
5,0.6503162384033203
6,0.7533371448516846
7,0.8556890487670898
8,0.9599506855010986
9,0.06440424919128418
10,0.24473142623901367
11,0.3434906005859375
12,0.4571084976196289
13,0.5694031715393066
14,0.6751134395599365
15,0.7796306610107422
16,0.8920385837554932
17,0.9935545921325684
18,0.09722447395324707
19,0.19394183158874512
20,0.2941396236419678
21,0.39109277725219727
22,0.4953470230102539
23,0.5973875522613525
24,0.6967031955718994
25,0.7959492206573486
26,0.8938765525817871
27,1.0073902606964111
28,0.11047482490539551
29,0.21324563026428223
30,0.31673479080200195
31,0.4188418388366699
32,0.5197246074676514
33,0.6187200546264648
34,0.718982458114624
35,0.821080207824707
36,0.9207255840301514
37,1.0225226879119873
38,0.12218117713928223
39,0.22175145149230957
40,0.3234434127807617
41,0.4243636131286621
42,0.5247125625610352
43,0.6223645210266113
44,0.7220480442047119
45,0.8282408714294434
46,0.9248554706573486
47,1.0236878395080566
48,0.12476396560668945
49,0.2271411418914795
50,0.3275032043457031
51,0.42923617362976074
52,0.5281951427459717
53,0.6298542022705078
54,0.7277302742004395
55,0.8300125598907471
56,0.925666093826294
57,1.0248043537139893
58,0.13226604461669922
59,0.23202943801879883
60,0.33696556091308594
61,0.441544771194458
62,0.5622859001159668
63,0.6744067668914795
64,0.7793388366699219
65,0.8774576187133789
66,0.9746313095092773
67,0.07662820816040039
68,0.2542710304260254
69,0.35365962982177734
70,0.4537630081176758
71,0.5520930290222168
72,0.6518747806549072
73,0.7547686100006104
74,0.8545100688934326
75,0.954052209854126
76,0.052414655685424805
77,0.150892972946167
78,0.251737117767334
79,0.3542494773864746
80,0.4596121311187744
81,0.5588541030883789
82,0.6572551727294922
83,0.7612767219543457
84,0.877220630645752
85,0.9774465560913086
86,0.07793736457824707
87,0.18016815185546875
88,0.2837684154510498
89,0.3811829090118408
90,0.4820091724395752
91,0.587352991104126
92,0.6932837963104248
93,0.7921357154846191
94,0.8975021839141846
95,0.9989373683929443
96,0.09653639793395996
97,0.20246171951293945
98,0.3044729232788086
99,0.40767741203308105
100,0.5061450004577637
101,0.6020803451538086
